anio,conglome,vivienda,hogar,dpto_cod,dpto,dominio,dominio_nom,estrato,area,mieperho,gashog2d,linea,linpe,pobreza,pobre,pobre_ext,factor07,w_hog,w_per,nbi1,nbi2,nbi3,nbi4,nbi5,n_nbi,pobre_nbi
2023,007195,105,11,13,La Libertad,1,Costa Norte,5,urbano,3,30458.931641,447.434448,239.799545,3,0,0,325.984924,325.984924,977.954773,,,,,,,
2023,007326,023,11,14,Lambayeque,1,Costa Norte,2,urbano,5,67791.546875,449.589996,239.799545,3,0,0,240.137451,240.137451,1200.687256,,,,,,,
2023,007326,081,11,14,Lambayeque,1,Costa Norte,2,urbano,2,147305.515625,449.589996,239.799545,3,0,0,240.137451,240.137451,480.274902,,,,,,,
2023,007326,102,11,14,Lambayeque,1,Costa Norte,2,urbano,4,72207.921875,449.589996,239.799545,3,0,0,240.137451,240.137451,960.549805,,,,,,,
2023,007326,179,11,14,Lambayeque,1,Costa Norte,2,urbano,6,84711.351562,449.589996,239.799545,3,0,0,240.137451,240.137451,1440.824707,,,,,,,
2023,007326,198,11,14,Lambayeque,1,Costa Norte,2,urbano,3,58357.886719,449.589996,239.799545,3,0,0,240.137451,240.137451,720.412354,,,,,,,
2023,007339,004,11,14,Lambayeque,1,Costa Norte,2,urbano,5,32671.830078,449.589996,239.799545,3,0,0,320.183258,320.183258,1600.916260,,,,,,,
2023,007339,057,11,14,Lambayeque,1,Costa Norte,2,urbano,4,39714.398438,449.589996,239.799545,3,0,0,320.183258,320.183258,1280.733032,,,,,,,
2023,007339,074,11,14,Lambayeque,1,Costa Norte,2,urbano,2,34648.500000,449.589996,239.799545,3,0,0,320.183258,320.183258,640.366516,,,,,,,
2023,007339,091,11,14,Lambayeque,1,Costa Norte,2,urbano,1,15432.703125,449.589996,239.799545,3,0,0,320.183258,320.183258,320.183258,,,,,,,
2023,007339,125,11,14,Lambayeque,1,Costa Norte,2,urbano,3,35767.359375,449.589996,239.799545,3,0,0,320.183258,320.183258,960.549805,,,,,,,
2023,007339,137,11,14,Lambayeque,1,Costa Norte,2,urbano,2,18329.859375,449.589996,239.799545,3,0,0,320.183258,320.183258,640.366516,,,,,,,
2023,007492,006,11,15,Lima,8,Lima Metropolitana,1,urbano,4,46356.746094,546.054321,293.982849,3,0,0,1297.512329,1297.512329,5190.049316,,,,,,,
2023,007492,058,11,15,Lima,8,Lima Metropolitana,1,urbano,2,15554.792969,546.054321,293.982849,3,0,0,1297.512329,1297.512329,2595.024658,,,,,,,
2023,007492,085,11,15,Lima,8,Lima Metropolitana,1,urbano,2,12274.992188,546.054321,293.982849,2,1,0,1297.512329,1297.512329,2595.024658,,,,,,,
2023,007492,212,11,15,Lima,8,Lima Metropolitana,1,urbano,3,16228.310547,546.054321,293.982849,2,1,0,1297.512329,1297.512329,3892.537109,,,,,,,
2023,007521,056,11,15,Lima,8,Lima Metropolitana,1,urbano,2,26522.345703,546.054321,293.982849,3,0,0,601.494141,601.494141,1202.988281,,,,,,,
2023,007521,160,11,15,Lima,8,Lima Metropolitana,1,urbano,2,24439.886719,546.054321,293.982849,3,0,0,601.494141,601.494141,1202.988281,,,,,,,
2023,007521,194,11,15,Lima,8,Lima Metropolitana,1,urbano,2,9025.115234,546.054321,293.982849,2,1,0,601.494141,601.494141,1202.988281,,,,,,,
2023,007521,229,11,15,Lima,8,Lima Metropolitana,1,urbano,4,19990.027344,546.054321,293.982849,2,1,0,601.494141,601.494141,2405.976562,,,,,,,
2023,007572,008,11,15,Lima,8,Lima Metropolitana,1,urbano,5,25157.099609,546.054321,293.982849,2,1,0,601.494141,601.494141,3007.470703,,,,,,,
2023,007572,065,11,15,Lima,8,Lima Metropolitana,1,urbano,3,68869.031250,546.054321,293.982849,3,0,0,601.494141,601.494141,1804.482422,,,,,,,
2023,007572,101,11,15,Lima,8,Lima Metropolitana,1,urbano,4,14712.826172,546.054321,293.982849,2,1,0,601.494141,601.494141,2405.976562,,,,,,,
2023,007572,120,11,15,Lima,8,Lima Metropolitana,1,urbano,1,16455.681641,546.054321,293.982849,3,0,0,601.494141,601.494141,601.494141,,,,,,,
2023,007572,154,11,15,Lima,8,Lima Metropolitana,1,urbano,2,69550.367188,546.054321,293.982849,3,0,0,601.494141,601.494141,1202.988281,,,,,,,
2023,007754,011,11,15,Lima,8,Lima Metropolitana,1,urbano,3,31245.244141,546.054321,293.982849,3,0,0,1297.512329,1297.512329,3892.537109,,,,,,,
2023,007754,083,11,15,Lima,8,Lima Metropolitana,1,urbano,5,82813.601562,546.054321,293.982849,3,0,0,1297.512329,1297.512329,6487.561523,,,,,,,
2023,007754,118,11,15,Lima,8,Lima Metropolitana,1,urbano,5,31248.404297,546.054321,293.982849,2,1,0,1297.512329,1297.512329,6487.561523,,,,,,,
2023,008052,003,11,15,Lima,2,Costa Centro,3,urbano,4,31899.457031,438.485291,239.799545,3,0,0,146.389801,146.389801,585.559204,,,,,,,
2023,008052,022,11,15,Lima,2,Costa Centro,3,urbano,2,22500.066406,438.485291,239.799545,3,0,0,146.389801,146.389801,292.779602,,,,,,,
2023,008052,036,11,15,Lima,2,Costa Centro,3,urbano,4,24268.894531,438.485291,239.799545,3,0,0,146.389801,146.389801,585.559204,,,,,,,
2023,008052,089,11,15,Lima,2,Costa Centro,3,urbano,5,30310.322266,438.485291,239.799545,3,0,0,146.389801,146.389801,731.948975,,,,,,,
2023,008052,105,11,15,Lima,2,Costa Centro,3,urbano,4,19368.560547,438.485291,239.799545,2,1,0,146.389801,146.389801,585.559204,,,,,,,
2023,008089,007,11,15,Lima,2,Costa Centro,3,urbano,4,19646.980469,438.485291,239.799545,2,1,0,139.661224,139.661224,558.644897,,,,,,,
2023,008089,022,11,15,Lima,2,Costa Centro,3,urbano,5,30480.605469,438.485291,239.799545,3,0,0,139.661224,139.661224,698.306152,,,,,,,
2023,008089,037,11,15,Lima,2,Costa Centro,3,urbano,1,16218.296875,438.485291,239.799545,3,0,0,139.661224,139.661224,139.661224,,,,,,,
2023,008089,052,11,15,Lima,2,Costa Centro,3,urbano,3,18848.882812,438.485291,239.799545,3,0,0,139.661224,139.661224,418.983673,,,,,,,
2023,008089,097,11,15,Lima,2,Costa Centro,3,urbano,9,28556.642578,438.485291,239.799545,2,1,0,139.661224,139.661224,1256.951050,,,,,,,
2023,008089,111,11,15,Lima,2,Costa Centro,3,urbano,3,12683.040039,438.485291,239.799545,2,1,0,139.661224,139.661224,418.983673,,,,,,,
2023,008102,010,11,15,Lima,2,Costa Centro,5,urbano,6,42963.789062,438.485291,239.799545,3,0,0,159.759674,159.759674,958.558044,,,,,,,
2023,008102,016,11,15,Lima,2,Costa Centro,5,urbano,4,56703.113281,438.485291,239.799545,3,0,0,159.759674,159.759674,639.038696,,,,,,,
2023,008102,024,11,15,Lima,2,Costa Centro,5,urbano,2,19535.333984,438.485291,239.799545,3,0,0,159.759674,159.759674,319.519348,,,,,,,
2023,008102,031,11,15,Lima,2,Costa Centro,5,urbano,3,63805.160156,438.485291,239.799545,3,0,0,159.759674,159.759674,479.279022,,,,,,,
2023,008102,045,11,15,Lima,2,Costa Centro,5,urbano,2,38273.406250,438.485291,239.799545,3,0,0,159.759674,159.759674,319.519348,,,,,,,
2023,008102,057,11,15,Lima,2,Costa Centro,5,urbano,2,16002.270508,438.485291,239.799545,3,0,0,159.759674,159.759674,319.519348,,,,,,,
2023,008418,050,11,17,Madre de Dios,7,Selva,5,urbano,1,8849.026367,408.520874,244.489227,3,0,0,75.466484,75.466484,75.466484,,,,,,,
2023,008418,065,11,17,Madre de Dios,7,Selva,5,urbano,5,35514.500000,408.520874,244.489227,3,0,0,75.466484,75.466484,377.332428,,,,,,,
2023,008418,093,11,17,Madre de Dios,7,Selva,5,urbano,2,15331.543945,408.520874,244.489227,3,0,0,75.466484,75.466484,150.932968,,,,,,,
2023,008514,003,11,18,Moquegua,3,Costa Sur,3,urbano,2,10139.736328,447.183624,239.799545,2,1,0,104.605042,104.605042,209.210083,,,,,,,
2023,008514,017,11,18,Moquegua,3,Costa Sur,3,urbano,1,23366.259766,447.183624,239.799545,3,0,0,104.605042,104.605042,104.605042,,,,,,,
2023,008514,047,11,18,Moquegua,3,Costa Sur,3,urbano,2,68578.976562,447.183624,239.799545,3,0,0,104.605042,104.605042,209.210083,,,,,,,
2023,008514,087,11,18,Moquegua,3,Costa Sur,3,urbano,3,75431.343750,447.183624,239.799545,3,0,0,104.605042,104.605042,313.815125,,,,,,,
2023,008620,015,11,19,Pasco,5,Sierra Centro,3,urbano,3,52612.261719,392.244476,227.616226,3,0,0,36.168770,36.168770,108.506310,,,,,,,
2023,008620,030,11,19,Pasco,5,Sierra Centro,3,urbano,3,22137.203125,392.244476,227.616226,3,0,0,36.168770,36.168770,108.506310,,,,,,,
2023,008620,069,11,19,Pasco,5,Sierra Centro,3,urbano,6,34122.558594,392.244476,227.616226,3,0,0,36.168770,36.168770,217.012619,,,,,,,
2023,008620,094,11,19,Pasco,5,Sierra Centro,3,urbano,2,29524.279297,392.244476,227.616226,3,0,0,36.168770,36.168770,72.337540,,,,,,,
2023,008620,104,11,19,Pasco,5,Sierra Centro,3,urbano,3,16863.005859,392.244476,227.616226,3,0,0,36.168770,36.168770,108.506310,,,,,,,
2023,008620,117,11,19,Pasco,5,Sierra Centro,3,urbano,2,18038.445312,392.244476,227.616226,3,0,0,36.168770,36.168770,72.337540,,,,,,,
2023,008620,131,11,19,Pasco,5,Sierra Centro,3,urbano,5,26021.601562,392.244476,227.616226,3,0,0,36.168770,36.168770,180.843842,,,,,,,
2023,008620,141,11,19,Pasco,5,Sierra Centro,3,urbano,2,14343.102539,392.244476,227.616226,3,0,0,36.168770,36.168770,72.337540,,,,,,,
